Sentiment	Text
Negative	Kim Kardashian on the cover of Rolling Stone? It's the death of rock'n'roll ... - The Guardian http://t.co/bDjHSXCayn
Negative	Tuesday Attack by Boko Haram militants on Gamgara village, near the town of Bosso, Niger left a dozen people dead, local sources report
Negative	Floyd Mayweather should  buy 1st row for all who beat the hell out of Berto, Berto should buy 1st row for the judge who sent Floyd to jail.
Negative	@Jang_VIP 1st/2nd gen Kpop is not their taste ! I'm being sarcastic and say my boys are OLD cause that's what other fandoms say about them
Negative	@bieberscinema @SpikeLSB Who's Deion? That may be worse than the Paul McCartney thing
Negative	I haven't even officially started working at Dunkin yet and I already don't want to go in tomorrow lol
Negative	I'm taking my death tomorrow, Kpop fans make me mad
Negative	Boko Haram are so evil. Even on this sacred day for all muslims, they are carrying out bombings. May the hottest part in hell be for them
Negative	And some fools still believe Boko Haram are Muslims. They kill more Muslims than Christians. How does that make sense? May Allah help us all
Negative	Horrendous, may their souls rest in peace, I hope the govt redoubles their efforts to wipe out Boko Haram. http://t.co/swGOjc44I7
Negative	May God touch the hearts of the Boko Haram insurgents to stop the bloodletting - IBB http://t.co/Spq04FWthv
Negative	News Break Nigeria The British government said on Friday that the Boko Haram insurgency had brought untold misery... http://t.co/9jCY0dNfeN
Negative	You know what sucks about Battleground this Sunday? Dean Ambrose is not booked!!
Negative	If GMB goes after Boko Haram with the same passion he went after Dasuki,the 50+ victims of the Yobe bomb blast on Friday will still be alive
Negative	This nigga finnah get caught off guard, do the illest Randy Orton drop kick from the 7th step son  https://t.co/SYQM9YNQU4
Negative	George Osborne scrapped #CarbonZero housing targets in May because it'd 'never be affordable'. This is a bit awkward. http://t.co/DFIbRB9mG1
Negative	Like Frenchies, the only way George Osborne and May can beat @BoriusJohnson is by cheating &amp; backstabbing.  #samething @mayoroflondon
Negative	@SamEades only because Iron Maiden sat across from us kept looking at me like he wanted to kill me with his awful bare hands.
Negative	Moral of the story - don't upset the city!! City watchdog chief quits after George Osborne vote of no confidence  http://t.co/RyOt2Z9186
Negative	Paul Dunne with a birdie putt on the 12th hole and just misses it. Very unlucky. Stays in a share of the lead at -11 with Spieth #TheOpen
Negative	Mark James on bbc says as Paul Dunne is on the 17th tee let's not have anymore British out of bounds. Dunne is irish not British. #typical
Negative	I hope Paul Dunne blows up tomorrow only because UAB beats us in the tourney... #stillnotoverit
Negative	It's a shame it's not a historic march up the 18th on the final Sunday for Paul Dunne. Hopefully he be in as strong a position tomorrow. ...
Negative	If you aren't rooting for Paul Dunne tomorrow in The Open you:   A.  Are not Irish B.  Have no soul
Negative	I guess with DJ it's a Sunday thing and not a final round thing, and Paul Dunne? Are you kidding me? #OpenChampionship
Negative	@notthefakeSVP  who was the dork asking Paul Dunne what will be your thought in the first tee tomorrow. What a stupid question that was
Negative	Dustin Johnson shot the 2nd worst round of anybody in the field on a day where literally almost every player was under par, just awful
Negative	Whether it's the 3rd round or 4th round Dustin Johnson just doesn't like Sunday's in majors!!
Negative	Now that Dustin Johnson's inevitable major Sunday debacle is over, does he go -8 tomorrow since it's Monday?
Negative	Looking at today's play at the #OpenChampionship You can't define Dustin Johnson's round as anything other than a choke. Tied for 2nd worst
Negative	Oddly, Dustin Johnson may be better served to play the final round chasing not being chased. He can play to win, not play NOT to lose.
Negative	Must be the worse golfer of all time Irish Amature Paul Dunne teed off 6.43am Thursday scheduled to finish around 7.15pm on Monday!!!
Negative	After 75 today maybe I was wrong about Dustin Johnson getting over US Open collapse. Terrible 3rd RD #OpenChampionship
Negative	Saw it late but Carlos Gomez may have passed Ryan Braun in most hated baseball players
Negative	Dustin Johnson dealt with another major disappointment after shooting +3 &amp; going from leading after 2 at -10 to being tied for 22nd &amp; at -7
Negative	.@lamiebony If this's true, resignation will be in order. They may eliminate her in Borno and say it's Boko Haram https://t.co/hF2QK1NNus
Negative	Let me remind you, DAILY TRUST..  MONGUNO: A NO-NONSENSE GENERAL TAKES ON BOKO HARAM  http://t.co/7eBv2Ml4jp
Negative	@BBCSport I feel sorry for Paul Dunne! If he keeps playing the way  hes playing he'll be British by tomorrow evening!! #rockonrockall
Negative	Paul Dunne is Irish not British. I guess BBC will call him Irish if he does not win tomorrow.
Negative	Apparently it's not just the final round that makes Dustin Johnson choke it's just Sunday.
Negative	@KellyTilghmanGC  After the 2nd round, you did your usual melodramatic spew that Dustin Johnson was in a class of his own. Same old garbage.
Negative	@David_Cameron wonder if Bukhari thinks the Muslim patrols in East London, the actions of ISIL, al Qaeda and Boko Haram ALL Muslim  may have
Negative	@courtneybody @bsarwary i seized some in our neighborhood on EID's 2nd day but faced some anger frm their families' side :( so gave thm back
Negative	There's nothing as 3rd day of Eid, relatives. Just don't. Just don't even think about coming to our house. GO EAT ELSEWHERE
Negative	I can't do this 3rd day of Eid and I'm back to work
Negative	Okay, so I may have known some of the sht that happened in Kpop but I guess I went on hiatus because everything was negative and in turn...
Negative	@littlemisseka all is alright Dami... I was in the northeast at height of the Boko Haram challenges... Saw 1st hand the sufferings..
Negative	R&amp;A's handling of the end of round 2 was diabolical. I watched Spieth, Matsuyama and Dustin Johnson early Saturday, very unfair on them.
Negative	9 children roasted to death after Boko Haram attack on Cameroonian village: Boko Haram members yesterday July 19th attacked the borde...
Negative	'3rd Day of Eid ul fitar Of 2012'.. that was the Worst day ever of me... !! &amp; this day always remember as Black Day in my Life..  #BlackDay
Negative	Still tired from Eid on Friday, it's a shame I couldn't eat much bc of this nasty germy thing
Negative	@Ezraile I am confused you said you were praying Eid wouldn't be tomorrow.
Negative	.@redsteeze Well, it's Rolling Stone, so they're probably lying https://t.co/aeNkSRQZ6A
Negative	Not a great start for the amateur Paul Dunne. Imagine having to compose yourself to hit your third ball (5th shot) off the tee on hole 2!
Negative	Dustin Johnson is just a pig with this 3rd and 4th round play
Negative	"Who was the idiot pundit on BBC Scotland on Saturday who ""couldn't see past Dustin Johnson"" for The Open and why are they paying him?"
Negative	Falling sick on the 3rd day of Eid, missing out all the fun and joy of Eid #sad
Negative	Paul Dunne currently regretting the deal he struck with Satan to finish Sunday in first place. #open2015
Negative	Meanwhile the amateur Paul Dunne has had an epic 4 stroke collapse on the final day of the #BritishOpen. from share of lead to tied for 18th
Negative	@JackJackJohnson  you and  gilinsky will make you give me 567 cardiac arrests, sun missing 4 days to Calibraska
Negative	@sidrakhan222 I am very seriously injerd in a road Accident 2nd day of Eid with my sweet sis :-(
Negative	Remember the Rolling Stone rape hoax? The false victim was introduced by an Obama White House task force member http://t.co/lOOXxGZHPt
Negative	"Rise to ""unprecedented levels"" in verbal harassment incidents, no mob harassment on 2nd day of Eid: initiative http://t.co/J00zaETT5G #Egypt"
Negative	Why are people still talking about Eid, that was so last Friday
Negative	Dean Ambrose's new shirt may be the worst shirt in history.
Negative	Every time I read about George Osborne I picture this evil king from the Elm Enchanted Forest http://t.co/wWDjrfUkrj http://t.co/ROB7PVZTW5
Negative	July 21 2015: there is another unwarranted official holiday in Pakistan  although three days of Eid are gone. a wrong decision by the govt.
Negative	Eid holidays completely compromised by guests &amp; people I'd rather not interact with. Today is just full of dread. Tomorrow is drudgery.
Negative	Floyd Mayweather to fight Andre Berto in September. Nobody cares. Either give Amir Khan or my boy Miguel Cotto a shot before you hang em up.
Negative	"Sunday was ""National Ice Cream Day,"" and today is ""National Junk Food Day.""""National Type 2 Diabetes Life,"" is just around the corner, ppl"
Negative	"Tv channels,having""know all' anchors,could not make enough programs to fill 3days of Eid.They kept repeating 1st day programs. What a shame."
Negative	Brock Lesnar.. Attacking me on Monday Night Raw was indeed the biggest mistake you've ever made.. Listen here son. This is not The Deadman-
Negative	I can't believe people really like Sharknado enough for them to make a 3rd part. So stupid.
Negative	Negotiation with Boko Haram may not be a good idea as it will spark uprising in other parts of the country https://t.co/plADah8UfW
Negative	In a village in the northeast of the country on Tuesday, suspected Boko Haram militants burned down houses,... http://t.co/xF7pebfIdh
Negative	Bad Blood is not a music video it looks like a Pepsi super bowl commercial. It's 5 minutes of cameos to a song with 6th grade lyrics
Negative	@sasakhaise that sucks. I'm forced to listen to Kpop on Thursday class. I guess my cells in brain are going to die out.
Negative	National hot dog day is on Thursday and I am sad because me and @amberfayeth  won't be able to celebrate together at Sonic. :(
Negative	US State Department is the last to have Eid, were they locked in a basement and couldnt see the Moon? https://t.co/Ng6bZC3Hf8
Negative	You worry about your 2nd amendment america with a nra nut john kasich givin guns like candy its my life i worry about.. wild west mentality.
Negative	That black guy Floyd Mayweather is about to fight in September look like he gonna beat his ass lmao
Negative	Uh oh. John Kasich just followed neon Twitter. They may not like what I have to say... #Hannity #WakeUpAmerica
Negative	Shout out to @ZombeaversMovie for being the worst movie since @SharknadoSyfy... Sharknado has a chance to reclaim the title tomorrow...
Negative	@hafshay Well it rained all day on Eid, then second day was hot but then 3rd day and even aj bi its raining so
Negative	Only idiots wont want revelation about Boko Haram. So Dasuki knew the secrets all along but loved killers more?! https://t.co/jYP3CxBlzv
Negative	George Osborne orders Gov departments to draw up plans for a further 40% of cuts by September - the man is gone mad. http://t.co/xW7672KIyh
Negative	Only PTI has vision/foresight for climate related projects, but corrupt media rather talk about IK's Eid with wife.  https://t.co/wb5cCqTKy4
Negative	Do more with less, George Osborne says with talk of 40% more cuts. http://t.co/5Ozob69IX7 You do less with less and guess who suffers?
Negative	It's the 6th day of EId and I still haven't danced at a party, what kind of gay shit is this!?  Some ppl don't really know how to turn up..
Negative	gov. john Kasich has a problem, he is starting LATE in a 15 man field with the first debate coming up on the 6th of aug. he must debate
Negative	Prince George may be a little reptilian fuck who's from a family of inbreds but he's bloody ADORABLE COS HE DRESSES LIKE AN OLD MAN
Negative	".@DLoesch @KurtSchlichter Gov John Kasich says ""The sun is going to rise in America again""  No, the blood of 54,000,000 innocents cries out."
Negative	@ImranKhanPTI,Khan sahib,i think its too late.U should be there on 1st,2nd OR 3rd day of Eid.Why u r always late??
Negative	Floyd Mayweather don't even come outside in may so how does he know what the weather is like. Fraud #MeekBeLike
Negative	Boko  Haram just hit Maroua in the Far North Region of Cameroon. 20 dead. May their souls Rest In Peace. We shall... http://t.co/s4cQYRz9u9
Negative	Sharknado 3 comes on tonight. Yes, a movie about a shark tornado has made it to a 3rd movie, and yes, I too have lost all faith in humanity.
Negative	dolorous edd would be the kid in 7th grade who nods when ppl talk about nirvana but has no actual idea what it is
Negative	Bad Blood is such a terrible fucking song. I just listened to it for the 1st time and I feel like God took a shit in my ears
Negative	I figured Sharknado was played out at #2 &amp; tonight we get #3?   I won't be watching, just like the 1st 2
Negative	Between Sharknado and this panda eating a frozen cake this has been a terribly distracting day on Twitter. https://t.co/iALjsrP9Ip
Negative	We are closed for the day due to the storm see you tomorrow am at 9:20 on WJXT Channel 4 - National Hot Dog Day.
Negative	Dustin Johnson led the British Open at the halfway stage at St Andrews on Saturday on a day that saw one of the worst wind delays in the
Negative	How is it all over already. Ramadan, Eid and Ali's wedding all over.  Back to work tomorrow, back to normal :(
Negative	Sharknado 3 Oh Hell No, is that the movies title or just everyone's reaction when they heard a 3rd one was being churned out?
Negative	Janet Street Porter shocks viewers with her comments about Prince George http://t.co/PmxOb4c2uE  Well Done JSP Bang on Right
Negative	I wish I was excited right now for Sharknado 3. But I'm not. I'll catch it later on today, or tomorrow on my DVR.
Negative	How did Sharknado get a 3rd film? How did Sharknado even get a film to begin with? Life doesn't make much sense.
Negative	I'm gonna watch Sharknado 3 cause I have no tv shows to watch on a Wednesday not cause I enjoy it.
Negative	Unfollowing anyone tweeting about Sharknado, may god have mercy on yr soul
Negative	Sorry I can't make it in to work tomorrow got caught in a SHARKNADO
Negative	Why are sports news outlets tweeting about Sharknado? I mean, c'mon. Know it's the dog days, but crikes.
Negative	Sharknado is the silliest film franchise so badly produced I cudnt stop laughing through the 2nd, I saw sharks flying n had to call it a day
Negative	Sharknado 3 may be one of the worst movies I have ever seen in my life.
Negative	may i just say the lighting in Sharknado 3 could use a little work?????
Negative	Sharknado was funny the first time. We humored them for the 2nd. But a THIRD? Even I'm not enough of a fan of bad movies to watch that shit.
Negative	I don't even understand how Sharknado is even a thing, let alone having a 3rd movie. The SE suck, the acting sucks, and it's so dumb I laugh
Negative	I dont understand the obsession with Sharknado.... watched the first two and they sucked. Im sure the 3rd one is just as bad.
Negative	@yuu_naoyuki this is the 3rd one. Check Sharknado and Sharknado 2 too. XD it's horrible that it's hilarious. This is a really bad movie.
Negative	Sharknado may well be the flat out dumbest thing ever to occupy a TV screen.
Negative	So wait, Twitter decides if April lives or dies? It doesn't make sense... But then my husband reminded me this is Sharknado. #Sharknado3
Negative	This #GOP race is seriously getting out of hand. Who in the blue heck is John Kasich? Or red heck, as the case may be here.
Negative	@MattFossen @FrankConniff 1st, they did do Plan 9. 2nd, Sharknado is not earnestly bad, it's ironically so. That's why MST3K wouldn't work
Negative	The Great Wall of Sharknado, the 9th Wonder of the World. Oh, HELL NO! #Sharknado3
Negative	I am not in the right frame of mind to attempt to watch Sharknado 3 yet. I may need to start drinking.
Negative	#WhitePeople tag is like watching Sharknado in the 3rd dimension.
Negative	A 60 mile flame burning hotter than the surface of the sun!?!  Come on Sharknado, that is even ridiculous for you.
Negative	Just finished watching Sharknado 3. It was so silly that it was decent, especially the ending. Can't believe they're making a 4th one now!
Negative	I may not be much in this world, but I'll never be as awful as a 21-year-old who acts like they enjoy the musical stylings of Nirvana.
Negative	In case you turned your Internet off today, Nicki Minaj and Taylor Swift had some Bad Blood on Wednesday. http://t.co/1U6afIn9OV
Negative	I'm emotional calibraska is tomorrow and I can't get it ughhhh h8 life
Negative	@Reuters Biafrans died on Wednesday bomb blast at Gombe in  Zoo ( Nigeria).We want to be free from this killing everyday by the BOKO HARAM.
Negative	Who knew there were enough people in the world easily pleased by shite like Sharknado that they're getting a 4th instalment?!
Negative	Of course Nigeria blames the U.S. for not being able to fight Boko Haram. 3rd world countries don't want to progress. Just depend on others.
Negative	The fact that there is a 3rd Sharknado is everything that is wrong with this world...   Lamer than my #LameJoke collection...   #Sharknado3
Negative	today's goanna be one looooong ass day because Calibraska comes out tomorrow
Negative	It may be gloomy today but that doesn't stop National Hot Dog Day to be placed on hold! Stop by the Leasing Office to enjoy some franks!
Negative	@filmystic don't question the monarchy, but look at its butthurtedness. Then, tomorrow, look! Baby pictures. Prince George and shit.
Negative	all the jack and jack girls ain't gonna have no chill when calibraska comes out tomorrow.
Negative	thank you jack and jack for putting out calibraska tomorrow when I'm fucking broke
Negative	@ShabzRehman an Egyptian source which only says it's considered false. There have been videos also perpetuating Friday's Eid as wrong.
Negative	Vice President Yemi Osinbajo on Thursday alleged that members of the Boko Haram sect have concluded plans to bomb... http://t.co/A4hlNUQmV3
Negative	It sucks we live in a world where Sharknado is about to start a 4th sequel but we can't get a Tron 3 or Dredd 2.
Negative	National Ice Cream day on Sunday and now it's National Hot Dog Day? Is the calendar trying to kill me???
Negative	I hate the Sharknado fandom. It's a poor imitation of so bad it's good. Also I  don't care if April lives #suckmynado
Negative	Why do I feel like National Hot Dog Day is the April Fools of food holidays? #wefullydontundertandhowhashtagswork
Negative	In other news why the hell is tomorrow National Hot Dog Day....I don't even like hot dogs like that
Negative	Sharknado 3 may have overdone it just a little bit. And that's saying something for a Sharknado movie.
Negative	@PeterD_1996 @BBCBreaking Dear Peter, trust me.... We know you mean well...btw Boko Haram, Food, Power, Education, Hospitals....C'mon
Negative	Lightweight angry I didn't get a Hot Dog for National Hot Dog Day, will have to make up for it tomorrow lol
Negative	@Superhamza12 hamza said he would shout me out on snapchat on Eid last Friday but he didn't...hoe nation.
Negative	It may be significant to some of those who enjoy movies with a cult following but Sharknado is a disgrace to the film industry
Negative	my iTunes is fucking up and isn't even letting me buy Calibraska so I'll definitely gift tomorrow or once I figure it out I'm sorry
Negative	Okay the first Sharknado was funny but do we really need a 4th movie? I think I lost a few brain cells after watching the 3rd
Negative	Boko Haram Captures Five LGs in Yobe, Borno, Targets VIPS | THISDAY LIVE http://t.co/aGURkk8xrw | Report says, it happened post May-29.
Negative	Mehn..this Boko Haram is just like a cancer..,That said, iBelieve one day all this killings will end https://t.co/fVFTcM5YST
Negative	Why the hell did Randy Orton RKO the air for? WTF is he crazy https://t.co/eiuoCa2ZYi
Negative	I completely forgot about Prince George's 2nd birthday and I have never been more ashamed of myself
Negative	Hulk Hogan may be a real American but he's no longer a great American.
Negative	What a wimp Hulk Hogan is for apologizing after making remarks about blacks then apologizing.On Don Says, Saturday at http://t.co/V0MKyzsedh
Negative	It's Friday. Why aren't you looking at Hulk Hogan's @-replies to see him individually thank black people who say he isn't racist?
Negative	WWE you guys probably had worst than Hulk Hogan. May I remind you but didn't a wrestler name Chris Benoit kill himself and his family?
Negative	Saudi Arabia announced they did Eid on the wrong day, Friday was incorrect. bare of you's were chatting shit about Saturday ppl. Where u @
Negative	Hulk Hogan uses the N word and is under fire... The N's use it every day and it is OK... I may use the White word. Fuck this country
Negative	Just a quick note- Hulk Hogan was a bad wrestler anyway. C'mon now, the leg drop? Give me a break.  Back to real sports- Go Yankees!
Negative	If you're going to Lolla next Friday and seeing a headliner other than Paul McCartney, I will have no respect in your opinion of music
Negative	Dress up like Hulk Hogan on #WWERaw Monday and then security will usher you to a room and make you watch #TheMarine4. #WWE   Use your head.
Negative	No, you ppl on Twitter have proven how stupid you are with the Hulk Hogan thing, don't try pretending like you understand the 2nd amendment.
Negative	Josh Hamilton rejoined the Rangers n an effort to overcome his struggle w/ addiction. Angels fans just booed him in 1st game back. #pathetic
Negative	The WWE may have fired Hulk Hogan, but it's still racist as hell http://t.co/uWbykKxNWr via @thisisfusion
Negative	Sharknado may be the worst movie ever created
Negative	@ToucheFouche Terry bolea may be racist but I refuse to believe the Hulk Hogan is anything but a true American Hero #brother @rich_kenney
Negative	Liberals supporting Yakub today are the same guys who will support ISIS tomorrow..
Negative	The day Taylor Swift and Hulk Hogan pay my bills, then I may actually give a fuck but till then.
Negative	"Where vanished ""candle brigade"" which used to march on every terror attack, demanding justice? Wud U march with candles to ""HANG"" Yakub?"
Negative	WWE, Hulk Hogan End Tie After Racist Comment: World Wrestling Entertainment Inc (WWE.N) said on Friday it has ... http://t.co/sEeJXZ8b9x
Negative	I can't believe this is the 1st time Hulk Hogan has been called out for making a fool of himself. Anyone else notice that guy's entire life?
Negative	@asadowaisi Go &amp; try your best to save him but we will make sure that bloody Yakub will be dead by July 30th !!!
Negative	@abpnewstv why ABP is telecasting Yakub family interview.  It is to get the sympathy.  ABP may be hanged along with YAKUB
Negative	If Yakub hangs, it would prove Tiger Memon right. Pakistan's ISI will have the last laugh. http://t.co/N7rcGHUzUR
Negative	At the heart of the Boko Haram is the huge issue of poverty. These people have no reason to want to live till tomorrow. -#Oshiomhole #Edo
Negative	"Yup. Great quote @StefanMolyneux : ""He who is w/o sin cast the 1st stone."" Racist Hulk Hogan Rant...WWE, Gawker &amp; U! https://t.co/pN7SNAl2Sf"
Negative	Last week Brock Lesnar attacked a car with an axe. Tomorrow @JimmyHavoc is going to attack a human with an axe... RIP Will Ospreay.
Negative	@mikecane If any good can come of this, it'll be George Osborne's remains being fished out of a canal in Manchester one Sunday morning.
Negative	Hey Bernie, be ready to be attacked by Chuck Toad tomorrow on MTP, and watch how he kisses John Kasich ass!
Negative	http://t.co/lJzmjZ47Nv Hulk Hogan hit rock bottom Friday when he was fired by WWE. The National Enquirer reported racist comments that Hogan
Negative	Hulk Hogan may be the only person ever to spout out a racial rant in the middle of his sex tape
Negative	"Hulk Hogan, you may not know this because you don't say it a lot, but you can replace the n-word with the word, ""brother"" and you're fine."
Negative	The WWE is less quick to forgive Hulk hogan, and severed all ties with him on Friday http://t.co/dQRKUdgUKQ
Negative	@sagarikaghose yakub came back fearing for his life since he knew that pak &amp; ISI may terminate him the moment they feel he is of no use
Negative	@dna Yakub's guilt has been proved &amp; pardon plea rejected. Why should a sane man spk it now. Excusing pseudo-innocent may encourage criminal
Negative	Upset that the publishing company is acting like Go Set a Watchman is a new book.. really it's just the 1st draft of To Kill a Mockingbird
Negative	They killed the AMERICAN DREAM dusty Rhodes   Now they taking the American hero Hulk Hogan.   The people's champ may be next
Negative	Salman you may be a celebrity but that doesn't mean you have the licence to say Yakub is innocent.Just stick to acting.
Negative	@BeingSalmanKhan r you drunk?how is yakub innocent?1st time dissapointed by you
Negative	Sunday. The second most boring day on earth after EID.
Negative	Yakub will be hanged on July 30 anyway! So Why tweet in his support now? Nothing to do with his movie running in theatres. Eh, Bhaijaan?
Negative	Hulk Hogan may be a liar, a pig, a cheat, a racist but he is NOT a pornstar!
Negative	Many feared dead as a bomb blast rocks the crowded Sunday market in Damaturu. Boko Haram shall be defeated
Negative	@BeingSalmanKhan By religion you are Muslim and that is why you may have pain for Yakub but he was involved in the killing of 257 people..
Negative	Yakub funded 1993 bomb blast, so he is a criminal, but wht bhai said is hang tiger 1st who was d master mind of d blast! #SalmanStandsClear
Negative	"@BeingSalmanKhan @brownbrumby Tiger is in the terrorist haven under the protective arm of Pak! So u may tweet ""Hang him!""!Is Yakub innocent?"
Negative	Salman's views in favour of Yakub can be usedby prosecution in hit n run case tp prove him not a law abiding citizen,it may cost him dearly
Negative	@TaraReid    Sharknado without Tara Reid is just not Sharknado , might as well call it nonado if no April #AprilLives #Sharknado3
Negative	With the way Boko Haram is going and PMB 's response, we may have more casualties by the end of his tenure.
Negative	Sigh, Hulk Hogan is in the news again for the wrong reasons. http://t.co/zvQTFzXQZ8
Negative	#SalmanBeingIgnorant Yakub's hanging may be shadowy but what concern is the people who actually planted the bomb got less punishment
Negative	He thinks hijabs should be banned 'cause of the actions of Boko Haram...that guy should be quarantined, for his stupidity may be contagious.
Negative	Bhai jaan@BeingSalmanKhan it was not unintentionally u clrly mention Yakub is innocent may be ur driving it was night time u know@MrsGandhi
Negative	@PritishNandy Yakub arranged funds for the blast,dats an equal crime. Ppl who loose their luvd ones knw d pain nd who dnt may god giv dem 1.
Negative	I think Sharknado 3 may have jumped the shark, and gone too far down the make a bad movie road. The second half is just awful in a bad way.
Negative	My parents' car rendition of Bad Blood may actually kill me one day
Negative	@GetWisdomDude  ....C'mon, EVERYBODY, it's time to boycott Dunkin' Donuts.........FUCK THIS CEO ASSHOLE! ...Come on, BOYCOTT DUNKIN' DONUTS!
Negative	Rappers make millions while saying the N word, Hulk Hogan says it and as a result may lose millions.
Negative	"Nieces were play Taylor Swift...I submit that ""Bad Blood"" may be the worst lyrical train wreck in music history. Just abysmal shit. #Duh-un?"
Negative	Boko Haram suffered heavy losses on Sunday as Nigerian troops took down 20 insurgents Faljari, along the... http://t.co/2sLyUiTHLS
Negative	People seeking mercy for Yakub, Hope this Punjab terror attack may jolt you out of stupidity into reality #Gurdaspur
Negative	Persons who are favoring Yakub Menen, may be HAPPY on Gurdaspur Attack. Those persons should also be hanged till death along with Yakub.
Negative	Regarding his Twitter, Hulk Hogan is not doing himself any favors by saying anything w/o running it through a good p.r. team and lawyer 1st.
Negative	Boko Haram: Major General Assures On Military Triumph - http://t.co/iJbNT2WlS8: Muazu made the statement on Sat...  http://t.co/oMVeMYeoLg
Negative	no matter 40,40k,40 lac people sign the mercy petition of Yakub,he will be hung on 30th.no change in order.
Negative	Srinagar, July 27: According to sources, a young boy, aged sixteen had gone missing on Eid day under mysterious... http://t.co/H0LabHFR8P
Negative	Misleading headline. But may this divided ANC-house soon fall. -&gt; 'Boko Haram' make a bid for Limpopo http://t.co/mYzuIp0hIB
Negative	when people insult Nirvana it's sooooo hard to maintain my anger, yeah they may not be your thing but there's no need to critise their music
Negative	@NaseerudinShah u supported Yakub.  Have guts to Show solidarity with #GurdaspurAttack victims ?  Remember cockroach from Wednesday?
Negative	If you go down to history books of islam you will see that nothing like Boko Haram fake jihad ever take place https://t.co/s5bmEcQ1cl
Negative	The Hulk Hogan story effectively ended by Friday afternoon. Instead of disappearing, Hogan going on defensive retweet spree. Bad PR move.
Negative	David Cameron, George Osborne, Theresa May work with Rupert Murdoch and #NSA #GCHQ to blackmail EVERYONE. Let's prosecute these gangsters.
Negative	@kelly_welles if you haven't seen Hulk Hogan's twitter feed yet... it may be a display of a bad week getting even worse...
Negative	Mat Matters: The Hulk Hogan problem: When news broke on Friday about the racist comments by Hulk Hogan, record... http://t.co/wPCZRxrpK2
Negative	Hulk Hogan won't have a good day tomorrow when he realises everyone has been treating him like a world class cunt
Negative	Would hate to be the guy who went to work with a Hulk Hogan shirt on for casual Friday.
Negative	#YakubDebate   Gurdaspur terror attack is likely turn the public opinion against Yakub who may not get any relief from any quarter now.
Negative	OK, So Hulk Hogan may have took it a bit too far this time... http://t.co/QsF0JBbSfE
Negative	@Rachel_Moses_ what the difference was? George Osborne WAS NOT AN MP AT THE TIME let alone someone who sat in the HOUSE OF LORDS
Negative	Hulk Hogan may be one of the dumbest humans
Negative	From Boko Haram to the Black Sash - The Numbers Issue of Monday Monthly is out. http://t.co/uXFMrAoowL http://t.co/nFSyvFlDzZ
Negative	"I'm so over Hulk Hogan. May rant on warm up/raw review. Been over Hogan since the 80s. He's the true ""nugget"" that won't go down the toilet."
Negative	No matter how disgusting Hulk Hogan is, he shouldn't be ruined for something he said in private. This societal trend is anti-1st Amend
Negative	Fierce fighting erupts between Chadian army and Boko Haram: Heavy fighting pitted the Chadian army on Monday a... http://t.co/N1AK3Z7C9J
Negative	Was gonna see Inside Out again tomorrow but I found it a bit disappointing so we'll probably watch Ant-Man again
Negative	Here are the few bold Hulk Hogan apologists: Hulk Hogan drew nearly universal scorn in the aftermath of Friday... http://t.co/tOc4QRxTic
Negative	Hulk Hogan hates black people??? Stop sitting out in the sun to look like me# makeupyourmind
Negative	Okay, so Paper Towns. Super super uncomfortable with the black character wearing a confederate flag shirt. It may have been in the book, but
Negative	Monday Night Raw is not playing tonight! Kevin Owens v Randy Orton? What!
Negative	Ambrose vs. Big Show? You people are wasting Dean Ambrose. Just when Monday gets good, Big Show &amp; Taker, make me change the channel. #RAW
Negative	July 27th 2015- the day all the women who find Dean Ambrose attractive died
Negative	Even if he wasn't a wrestler, I figure Dean Ambrose would still be drunkenly fighting someone every Monday night.
Negative	I'd ask I anyone wants these issues of Rolling Stone from the mid-'00, but c'mon... There's nothing worth saving here. It's all kindling.
Negative	Nobody wants to hear about that jerk anymore. Or Ryan Braun. Or any other cheating roid rage  jerk https://t.co/uqpwIjPTrL
Negative	I hate Jon for making me watch the Kurt Cobain documentary because I'll end up listening to Nirvana all day tomorrow.
Negative	Kurian Joseph, who raised stupid doubts about modi's good friday meet, now questions about yakub's death penalty.Some ppl never learn
Negative	@narendramodi Citizens are confused on Yakub undoubtedly he is a traitor and 2nd is he is traitor turned informer .... let RAW win.
Negative	Wake up to not really caring that Kris Bryant hit a walk off. Caring that the Cubs gave up 4 stinking runs in the top of the 9th.
Negative	@dmnqpvt Hartzel and I are planning to watch Ant-Man tomorrow at SM Pala-pala but the problem is that it's only available in 3D
Negative	Reason why Ant-Man may have 'struggled' vs. other Marvel? My parents assumed it was a parody.
Negative	It has become a wrong trend to protect the person who has been punished by SC &amp; President,without any 2nd thought Yakub be hanged#YakubDebat
Negative	If v leave Yakub today, tomorrow again he ll kill 257 innocent people. What kind of justice,is it?#YakubDebate
Negative	I think Tushar Gandhi should hang himself to protest against hanging of Yakub.And yes it should be on 29th just day B4 30th #yakubdebate
Negative	@Rangers I can't figure out why Josh Hamilton isn't playing tonight https://t.co/epShcYXWfQ
Negative	Hulk Hogan Retweets a Blaring Statement About President Obama and the N-Word (But, Hulk is a BITCH!)  http://t.co/7x2Iwnxe8M via @ijreview
Negative	The only reason I'm watching Ant-Man is cause of 5$ Tuesday this is definitely something you wait to watch at home
Negative	The Zoo miniseries may be the worst collection of images &amp; sounds man has ever produced. We're talking Sharknado w/o the self-awareness.
